category_a,category_b,self_loop
Plates Angled,Transportation - Sea and Air,FALSE
Plates Angled,Tubes and Hoses,FALSE
Plates Angled,Wheels and Tyres,FALSE
Plates Angled,Windows and Doors,FALSE
Plates Angled,Windscreens and Fuselage,FALSE
Plates Angled,Znap,FALSE
Plates Round Curved and Dishes,Plates Round Curved and Dishes,TRUE
Plates Round Curved and Dishes,Plates Special,FALSE
Plates Round Curved and Dishes,Pneumatics,FALSE
Plates Round Curved and Dishes,Projectiles / Launchers,FALSE
Plates Round Curved and Dishes,Rock,FALSE
Plates Round Curved and Dishes,Stickers,FALSE
Plates Round Curved and Dishes,"String, Bands and Reels",FALSE
Plates Round Curved and Dishes,"Supports, Girders and Cranes",FALSE
Plates Round Curved and Dishes,Technic Axles,FALSE
Plates Round Curved and Dishes,Technic Beams,FALSE
Plates Round Curved and Dishes,Technic Beams Special,FALSE
Plates Round Curved and Dishes,Technic Bricks,FALSE
Plates Round Curved and Dishes,Technic Bushes,FALSE
Plates Round Curved and Dishes,Technic Connectors,FALSE
Plates Round Curved and Dishes,Technic Gears,FALSE
Plates Round Curved and Dishes,Technic Panels,FALSE
Plates Round Curved and Dishes,Technic Pins,FALSE
Plates Round Curved and Dishes,Technic Special,FALSE
Plates Round Curved and Dishes,"Technic Steering, Suspension and Engine",FALSE
Plates Round Curved and Dishes,Tiles,FALSE
Plates Round Curved and Dishes,Tiles Round and Curved,FALSE
Plates Round Curved and Dishes,Tiles Special,FALSE
Plates Round Curved and Dishes,Tools,FALSE
Plates Round Curved and Dishes,Transportation - Land,FALSE
Plates Round Curved and Dishes,Transportation - Sea and Air,FALSE
Plates Round Curved and Dishes,Tubes and Hoses,FALSE
Plates Round Curved and Dishes,Wheels and Tyres,FALSE
Plates Round Curved and Dishes,Windows and Doors,FALSE
Plates Round Curved and Dishes,Windscreens and Fuselage,FALSE
Plates Round Curved and Dishes,Znap,FALSE
Plates Special,Plates Special,TRUE
Plates Special,Pneumatics,FALSE
Plates Special,Projectiles / Launchers,FALSE
Plates Special,Rock,FALSE
Plates Special,Stickers,FALSE
Plates Special,"String, Bands and Reels",FALSE
Plates Special,"Supports, Girders and Cranes",FALSE
Plates Special,Technic Axles,FALSE
Plates Special,Technic Beams,FALSE
Plates Special,Technic Beams Special,FALSE
Plates Special,Technic Bricks,FALSE
Plates Special,Technic Bushes,FALSE
Plates Special,Technic Connectors,FALSE
Plates Special,Technic Gears,FALSE
Plates Special,Technic Panels,FALSE
Plates Special,Technic Pins,FALSE
Plates Special,Technic Special,FALSE
Plates Special,"Technic Steering, Suspension and Engine",FALSE
Plates Special,Tiles,FALSE
Plates Special,Tiles Round and Curved,FALSE
Plates Special,Tiles Special,FALSE
Plates Special,Tools,FALSE
Plates Special,Transportation - Land,FALSE
Plates Special,Transportation - Sea and Air,FALSE
Plates Special,Tubes and Hoses,FALSE
Plates Special,Wheels and Tyres,FALSE
Plates Special,Windows and Doors,FALSE
Plates Special,Windscreens and Fuselage,FALSE
Plates Special,Znap,FALSE
Pneumatics,Pneumatics,TRUE
Pneumatics,Projectiles / Launchers,FALSE
Pneumatics,Rock,FALSE
Pneumatics,Stickers,FALSE
Pneumatics,"String, Bands and Reels",FALSE
Pneumatics,"Supports, Girders and Cranes",FALSE
Pneumatics,Technic Axles,FALSE
Pneumatics,Technic Beams,FALSE
Pneumatics,Technic Beams Special,FALSE
Pneumatics,Technic Bricks,FALSE
Pneumatics,Technic Bushes,FALSE
Pneumatics,Technic Connectors,FALSE
Pneumatics,Technic Gears,FALSE
Pneumatics,Technic Panels,FALSE
Pneumatics,Technic Pins,FALSE
Pneumatics,Technic Special,FALSE
Pneumatics,"Technic Steering, Suspension and Engine",FALSE
Pneumatics,Tiles,FALSE
Pneumatics,Tiles Round and Curved,FALSE
Pneumatics,Tiles Special,FALSE
Pneumatics,Tools,FALSE
Pneumatics,Transportation - Land,FALSE
Pneumatics,Transportation - Sea and Air,FALSE
Pneumatics,Tubes and Hoses,FALSE
Pneumatics,Wheels and Tyres,FALSE
Pneumatics,Windows and Doors,FALSE
Pneumatics,Windscreens and Fuselage,FALSE
Pneumatics,Znap,FALSE
Projectiles / Launchers,Projectiles / Launchers,TRUE
Projectiles / Launchers,Rock,FALSE
Projectiles / Launchers,Stickers,FALSE
Projectiles / Launchers,"String, Bands and Reels",FALSE
Projectiles / Launchers,"Supports, Girders and Cranes",FALSE
Projectiles / Launchers,Technic Axles,FALSE
Projectiles / Launchers,Technic Beams,FALSE
Projectiles / Launchers,Technic Beams Special,FALSE
Projectiles / Launchers,Technic Bricks,FALSE
Projectiles / Launchers,Technic Bushes,FALSE
Projectiles / Launchers,Technic Connectors,FALSE
Projectiles / Launchers,Technic Gears,FALSE
Projectiles / Launchers,Technic Panels,FALSE
Projectiles / Launchers,Technic Pins,FALSE
Projectiles / Launchers,Technic Special,FALSE
Projectiles / Launchers,"Technic Steering, Suspension and Engine",FALSE
Projectiles / Launchers,Tiles,FALSE
Projectiles / Launchers,Tiles Round and Curved,FALSE
Projectiles / Launchers,Tiles Special,FALSE
Projectiles / Launchers,Tools,FALSE
Projectiles / Launchers,Transportation - Land,FALSE
Projectiles / Launchers,Transportation - Sea and Air,FALSE
Projectiles / Launchers,Tubes and Hoses,FALSE
Projectiles / Launchers,Wheels and Tyres,FALSE
Projectiles / Launchers,Windows and Doors,FALSE
Projectiles / Launchers,Windscreens and Fuselage,FALSE
Projectiles / Launchers,Znap,FALSE
Rock,Rock,TRUE
Rock,Stickers,FALSE
Rock,"String, Bands and Reels",FALSE
Rock,"Supports, Girders and Cranes",FALSE
Rock,Technic Axles,FALSE
Rock,Technic Beams,FALSE
Rock,Technic Beams Special,FALSE
Rock,Technic Bricks,FALSE
Rock,Technic Bushes,FALSE
Rock,Technic Connectors,FALSE
Rock,Technic Gears,FALSE
Rock,Technic Panels,FALSE
Rock,Technic Pins,FALSE
Rock,Technic Special,FALSE
Rock,"Technic Steering, Suspension and Engine",FALSE
Rock,Tiles,FALSE
Rock,Tiles Round and Curved,FALSE
Rock,Tiles Special,FALSE
Rock,Tools,FALSE
Rock,Transportation - Land,FALSE
Rock,Transportation - Sea and Air,FALSE
Rock,Tubes and Hoses,FALSE
Rock,Wheels and Tyres,FALSE
Rock,Windows and Doors,FALSE
Rock,Windscreens and Fuselage,FALSE
Rock,Znap,FALSE
Stickers,Stickers,TRUE
Stickers,"String, Bands and Reels",FALSE
Stickers,"Supports, Girders and Cranes",FALSE
Stickers,Technic Axles,FALSE
Stickers,Technic Beams,FALSE
Stickers,Technic Beams Special,FALSE
Stickers,Technic Bricks,FALSE
Stickers,Technic Bushes,FALSE
Stickers,Technic Connectors,FALSE
Stickers,Technic Gears,FALSE
Stickers,Technic Panels,FALSE
Stickers,Technic Pins,FALSE
Stickers,Technic Special,FALSE
Stickers,"Technic Steering, Suspension and Engine",FALSE
Stickers,Tiles,FALSE
Stickers,Tiles Round and Curved,FALSE
Stickers,Tiles Special,FALSE
Stickers,Tools,FALSE
Stickers,Transportation - Land,FALSE
Stickers,Transportation - Sea and Air,FALSE
Stickers,Tubes and Hoses,FALSE
Stickers,Wheels and Tyres,FALSE
Stickers,Windows and Doors,FALSE
Stickers,Windscreens and Fuselage,FALSE
Stickers,Znap,FALSE
"String, Bands and Reels","String, Bands and Reels",TRUE
"String, Bands and Reels","Supports, Girders and Cranes",FALSE
"String, Bands and Reels",Technic Axles,FALSE
"String, Bands and Reels",Technic Beams,FALSE
"String, Bands and Reels",Technic Beams Special,FALSE
"String, Bands and Reels",Technic Bricks,FALSE
"String, Bands and Reels",Technic Bushes,FALSE
"String, Bands and Reels",Technic Connectors,FALSE
"String, Bands and Reels",Technic Gears,FALSE
"String, Bands and Reels",Technic Panels,FALSE
"String, Bands and Reels",Technic Pins,FALSE
"String, Bands and Reels",Technic Special,FALSE
"String, Bands and Reels","Technic Steering, Suspension and Engine",FALSE
"String, Bands and Reels",Tiles,FALSE
"String, Bands and Reels",Tiles Round and Curved,FALSE
"String, Bands and Reels",Tiles Special,FALSE
"String, Bands and Reels",Tools,FALSE
"String, Bands and Reels",Transportation - Land,FALSE
"String, Bands and Reels",Transportation - Sea and Air,FALSE
"String, Bands and Reels",Tubes and Hoses,FALSE
"String, Bands and Reels",Wheels and Tyres,FALSE
"String, Bands and Reels",Windows and Doors,FALSE
"String, Bands and Reels",Windscreens and Fuselage,FALSE
"String, Bands and Reels",Znap,FALSE
"Supports, Girders and Cranes","Supports, Girders and Cranes",TRUE
"Supports, Girders and Cranes",Technic Axles,FALSE
"Supports, Girders and Cranes",Technic Beams,FALSE
"Supports, Girders and Cranes",Technic Beams Special,FALSE
"Supports, Girders and Cranes",Technic Bricks,FALSE
"Supports, Girders and Cranes",Technic Bushes,FALSE
"Supports, Girders and Cranes",Technic Connectors,FALSE
"Supports, Girders and Cranes",Technic Gears,FALSE
"Supports, Girders and Cranes",Technic Panels,FALSE
"Supports, Girders and Cranes",Technic Pins,FALSE
"Supports, Girders and Cranes",Technic Special,FALSE
"Supports, Girders and Cranes","Technic Steering, Suspension and Engine",FALSE
"Supports, Girders and Cranes",Tiles,FALSE
"Supports, Girders and Cranes",Tiles Round and Curved,FALSE
"Supports, Girders and Cranes",Tiles Special,FALSE
"Supports, Girders and Cranes",Tools,FALSE
"Supports, Girders and Cranes",Transportation - Land,FALSE
"Supports, Girders and Cranes",Transportation - Sea and Air,FALSE
"Supports, Girders and Cranes",Tubes and Hoses,FALSE
"Supports, Girders and Cranes",Wheels and Tyres,FALSE
"Supports, Girders and Cranes",Windows and Doors,FALSE
"Supports, Girders and Cranes",Windscreens and Fuselage,FALSE
"Supports, Girders and Cranes",Znap,FALSE
Technic Axles,Technic Axles,TRUE
Technic Axles,Technic Beams,FALSE
Technic Axles,Technic Beams Special,FALSE
Technic Axles,Technic Bricks,FALSE
Technic Axles,Technic Bushes,FALSE
Technic Axles,Technic Connectors,FALSE
Technic Axles,Technic Gears,FALSE
Technic Axles,Technic Panels,FALSE
Technic Axles,Technic Pins,FALSE
Technic Axles,Technic Special,FALSE
Technic Axles,"Technic Steering, Suspension and Engine",FALSE
Technic Axles,Tiles,FALSE
Technic Axles,Tiles Round and Curved,FALSE
Technic Axles,Tiles Special,FALSE
Technic Axles,Tools,FALSE
Technic Axles,Transportation - Land,FALSE
Technic Axles,Transportation - Sea and Air,FALSE
Technic Axles,Tubes and Hoses,FALSE
Technic Axles,Wheels and Tyres,FALSE
Technic Axles,Windows and Doors,FALSE
Technic Axles,Windscreens and Fuselage,FALSE
Technic Axles,Znap,FALSE
Technic Beams,Technic Beams,TRUE
Technic Beams,Technic Beams Special,FALSE
Technic Beams,Technic Bricks,FALSE
Technic Beams,Technic Bushes,FALSE
Technic Beams,Technic Connectors,FALSE
Technic Beams,Technic Gears,FALSE
Technic Beams,Technic Panels,FALSE
Technic Beams,Technic Pins,FALSE
Technic Beams,Technic Special,FALSE
Technic Beams,"Technic Steering, Suspension and Engine",FALSE
Technic Beams,Tiles,FALSE
Technic Beams,Tiles Round and Curved,FALSE
Technic Beams,Tiles Special,FALSE
Technic Beams,Tools,FALSE
Technic Beams,Transportation - Land,FALSE
Technic Beams,Transportation - Sea and Air,FALSE
Technic Beams,Tubes and Hoses,FALSE
Technic Beams,Wheels and Tyres,FALSE
Technic Beams,Windows and Doors,FALSE
Technic Beams,Windscreens and Fuselage,FALSE
Technic Beams,Znap,FALSE
Technic Beams Special,Technic Beams Special,TRUE
Technic Beams Special,Technic Bricks,FALSE
Technic Beams Special,Technic Bushes,FALSE
Technic Beams Special,Technic Connectors,FALSE
Technic Beams Special,Technic Gears,FALSE
Technic Beams Special,Technic Panels,FALSE
Technic Beams Special,Technic Pins,FALSE
Technic Beams Special,Technic Special,FALSE
Technic Beams Special,"Technic Steering, Suspension and Engine",FALSE
Technic Beams Special,Tiles,FALSE
Technic Beams Special,Tiles Round and Curved,FALSE
Technic Beams Special,Tiles Special,FALSE
Technic Beams Special,Tools,FALSE
Technic Beams Special,Transportation - Land,FALSE
Technic Beams Special,Transportation - Sea and Air,FALSE
Technic Beams Special,Tubes and Hoses,FALSE
Technic Beams Special,Wheels and Tyres,FALSE
Technic Beams Special,Windows and Doors,FALSE
Technic Beams Special,Windscreens and Fuselage,FALSE
Technic Beams Special,Znap,FALSE
Technic Bricks,Technic Bricks,TRUE
Technic Bricks,Technic Bushes,FALSE
Technic Bricks,Technic Connectors,FALSE
Technic Bricks,Technic Gears,FALSE
Technic Bricks,Technic Panels,FALSE
Technic Bricks,Technic Pins,FALSE
Technic Bricks,Technic Special,FALSE
Technic Bricks,"Technic Steering, Suspension and Engine",FALSE
Technic Bricks,Tiles,FALSE
Technic Bricks,Tiles Round and Curved,FALSE
Technic Bricks,Tiles Special,FALSE
Technic Bricks,Tools,FALSE
Technic Bricks,Transportation - Land,FALSE
Technic Bricks,Transportation - Sea and Air,FALSE
Technic Bricks,Tubes and Hoses,FALSE
Technic Bricks,Wheels and Tyres,FALSE
Technic Bricks,Windows and Doors,FALSE
Technic Bricks,Windscreens and Fuselage,FALSE
Technic Bricks,Znap,FALSE
Technic Bushes,Technic Bushes,TRUE
Technic Bushes,Technic Connectors,FALSE
Technic Bushes,Technic Gears,FALSE
Technic Bushes,Technic Panels,FALSE
Technic Bushes,Technic Pins,FALSE
Technic Bushes,Technic Special,FALSE
Technic Bushes,"Technic Steering, Suspension and Engine",FALSE
Technic Bushes,Tiles,FALSE
Technic Bushes,Tiles Round and Curved,FALSE
Technic Bushes,Tiles Special,FALSE
Technic Bushes,Tools,FALSE
Technic Bushes,Transportation - Land,FALSE
Technic Bushes,Transportation - Sea and Air,FALSE
Technic Bushes,Tubes and Hoses,FALSE
Technic Bushes,Wheels and Tyres,FALSE
Technic Bushes,Windows and Doors,FALSE
Technic Bushes,Windscreens and Fuselage,FALSE
Technic Bushes,Znap,FALSE
Technic Connectors,Technic Connectors,TRUE
Technic Connectors,Technic Gears,FALSE
Technic Connectors,Technic Panels,FALSE
Technic Connectors,Technic Pins,FALSE
Technic Connectors,Technic Special,FALSE
Technic Connectors,"Technic Steering, Suspension and Engine",FALSE
Technic Connectors,Tiles,FALSE
Technic Connectors,Tiles Round and Curved,FALSE
Technic Connectors,Tiles Special,FALSE
Technic Connectors,Tools,FALSE
Technic Connectors,Transportation - Land,FALSE
Technic Connectors,Transportation - Sea and Air,FALSE
Technic Connectors,Tubes and Hoses,FALSE
Technic Connectors,Wheels and Tyres,FALSE
Technic Connectors,Windows and Doors,FALSE
Technic Connectors,Windscreens and Fuselage,FALSE
Technic Connectors,Znap,FALSE
Technic Gears,Technic Gears,TRUE
Technic Gears,Technic Panels,FALSE
Technic Gears,Technic Pins,FALSE
Technic Gears,Technic Special,FALSE
Technic Gears,"Technic Steering, Suspension and Engine",FALSE
Technic Gears,Tiles,FALSE
Technic Gears,Tiles Round and Curved,FALSE
Technic Gears,Tiles Special,FALSE
Technic Gears,Tools,FALSE
Technic Gears,Transportation - Land,FALSE
Technic Gears,Transportation - Sea and Air,FALSE
Technic Gears,Tubes and Hoses,FALSE
Technic Gears,Wheels and Tyres,FALSE
Technic Gears,Windows and Doors,FALSE
Technic Gears,Windscreens and Fuselage,FALSE
Technic Gears,Znap,FALSE
Technic Panels,Technic Panels,TRUE
Technic Panels,Technic Pins,FALSE
Technic Panels,Technic Special,FALSE
Technic Panels,"Technic Steering, Suspension and Engine",FALSE
Technic Panels,Tiles,FALSE
Technic Panels,Tiles Round and Curved,FALSE
Technic Panels,Tiles Special,FALSE
Technic Panels,Tools,FALSE
Technic Panels,Transportation - Land,FALSE
Technic Panels,Transportation - Sea and Air,FALSE
Technic Panels,Tubes and Hoses,FALSE
Technic Panels,Wheels and Tyres,FALSE
Technic Panels,Windows and Doors,FALSE
Technic Panels,Windscreens and Fuselage,FALSE
Technic Panels,Znap,FALSE
Technic Pins,Technic Pins,TRUE
Technic Pins,Technic Special,FALSE
Technic Pins,"Technic Steering, Suspension and Engine",FALSE
Technic Pins,Tiles,FALSE
Technic Pins,Tiles Round and Curved,FALSE
Technic Pins,Tiles Special,FALSE
Technic Pins,Tools,FALSE
Technic Pins,Transportation - Land,FALSE
Technic Pins,Transportation - Sea and Air,FALSE
Technic Pins,Tubes and Hoses,FALSE
Technic Pins,Wheels and Tyres,FALSE
Technic Pins,Windows and Doors,FALSE
Technic Pins,Windscreens and Fuselage,FALSE
Technic Pins,Znap,FALSE
Technic Special,Technic Special,TRUE
Technic Special,"Technic Steering, Suspension and Engine",FALSE
Technic Special,Tiles,FALSE
Technic Special,Tiles Round and Curved,FALSE
Technic Special,Tiles Special,FALSE
Technic Special,Tools,FALSE
Technic Special,Transportation - Land,FALSE
Technic Special,Transportation - Sea and Air,FALSE
Technic Special,Tubes and Hoses,FALSE
Technic Special,Wheels and Tyres,FALSE
Technic Special,Windows and Doors,FALSE
Technic Special,Windscreens and Fuselage,FALSE
Technic Special,Znap,FALSE
"Technic Steering, Suspension and Engine","Technic Steering, Suspension and Engine",TRUE
"Technic Steering, Suspension and Engine",Tiles,FALSE
"Technic Steering, Suspension and Engine",Tiles Round and Curved,FALSE
"Technic Steering, Suspension and Engine",Tiles Special,FALSE
"Technic Steering, Suspension and Engine",Tools,FALSE
"Technic Steering, Suspension and Engine",Transportation - Land,FALSE
"Technic Steering, Suspension and Engine",Transportation - Sea and Air,FALSE
"Technic Steering, Suspension and Engine",Tubes and Hoses,FALSE
"Technic Steering, Suspension and Engine",Wheels and Tyres,FALSE
"Technic Steering, Suspension and Engine",Windows and Doors,FALSE
"Technic Steering, Suspension and Engine",Windscreens and Fuselage,FALSE
"Technic Steering, Suspension and Engine",Znap,FALSE
Tiles,Tiles,TRUE
Tiles,Tiles Round and Curved,FALSE
Tiles,Tiles Special,FALSE
Tiles,Tools,FALSE
Tiles,Transportation - Land,FALSE
Tiles,Transportation - Sea and Air,FALSE
Tiles,Tubes and Hoses,FALSE
Tiles,Wheels and Tyres,FALSE
Tiles,Windows and Doors,FALSE
Tiles,Windscreens and Fuselage,FALSE
Tiles,Znap,FALSE
Tiles Round and Curved,Tiles Round and Curved,TRUE
Tiles Round and Curved,Tiles Special,FALSE
Tiles Round and Curved,Tools,FALSE
Tiles Round and Curved,Transportation - Land,FALSE
Tiles Round and Curved,Transportation - Sea and Air,FALSE
Tiles Round and Curved,Tubes and Hoses,FALSE
Tiles Round and Curved,Wheels and Tyres,FALSE
Tiles Round and Curved,Windows and Doors,FALSE
Tiles Round and Curved,Windscreens and Fuselage,FALSE
Tiles Round and Curved,Znap,FALSE
Tiles Special,Tiles Special,TRUE
Tiles Special,Tools,FALSE
Tiles Special,Transportation - Land,FALSE
Tiles Special,Transportation - Sea and Air,FALSE
Tiles Special,Tubes and Hoses,FALSE
Tiles Special,Wheels and Tyres,FALSE
Tiles Special,Windows and Doors,FALSE
Tiles Special,Windscreens and Fuselage,FALSE
Tiles Special,Znap,FALSE
Tools,Tools,TRUE
Tools,Transportation - Land,FALSE
Tools,Transportation - Sea and Air,FALSE
Tools,Tubes and Hoses,FALSE
Tools,Wheels and Tyres,FALSE
Tools,Windows and Doors,FALSE
Tools,Windscreens and Fuselage,FALSE
Tools,Znap,FALSE
Transportation - Land,Transportation - Land,TRUE
Transportation - Land,Transportation - Sea and Air,FALSE
Transportation - Land,Tubes and Hoses,FALSE
Transportation - Land,Wheels and Tyres,FALSE
Transportation - Land,Windows and Doors,FALSE
Transportation - Land,Windscreens and Fuselage,FALSE
Transportation - Land,Znap,FALSE
Transportation - Sea and Air,Transportation - Sea and Air,TRUE
Transportation - Sea and Air,Tubes and Hoses,FALSE
Transportation - Sea and Air,Wheels and Tyres,FALSE
Transportation - Sea and Air,Windows and Doors,FALSE
Transportation - Sea and Air,Windscreens and Fuselage,FALSE
Transportation - Sea and Air,Znap,FALSE
Tubes and Hoses,Tubes and Hoses,TRUE
Tubes and Hoses,Wheels and Tyres,FALSE
Tubes and Hoses,Windows and Doors,FALSE
Tubes and Hoses,Windscreens and Fuselage,FALSE
Tubes and Hoses,Znap,FALSE
Wheels and Tyres,Wheels and Tyres,TRUE
Wheels and Tyres,Windows and Doors,FALSE
Wheels and Tyres,Windscreens and Fuselage,FALSE
Wheels and Tyres,Znap,FALSE
Windows and Doors,Windows and Doors,TRUE
Windows and Doors,Windscreens and Fuselage,FALSE
Windows and Doors,Znap,FALSE
Windscreens and Fuselage,Windscreens and Fuselage,TRUE
Windscreens and Fuselage,Znap,FALSE
Znap,Znap,TRUE
