category_a,category_b,self_loop
Gear Parts,"String, Bands and Reels",FALSE
Gear Parts,"Supports, Girders and Cranes",FALSE
Gear Parts,Technic Axles,FALSE
Gear Parts,Technic Beams,FALSE
Gear Parts,Technic Beams Special,FALSE
Gear Parts,Technic Bricks,FALSE
Gear Parts,Technic Bushes,FALSE
Gear Parts,Technic Connectors,FALSE
Gear Parts,Technic Gears,FALSE
Gear Parts,Technic Panels,FALSE
Gear Parts,Technic Pins,FALSE
Gear Parts,Technic Special,FALSE
Gear Parts,"Technic Steering, Suspension and Engine",FALSE
Gear Parts,Tiles,FALSE
Gear Parts,Tiles Round and Curved,FALSE
Gear Parts,Tiles Special,FALSE
Gear Parts,Tools,FALSE
Gear Parts,Transportation - Land,FALSE
Gear Parts,Transportation - Sea and Air,FALSE
Gear Parts,Tubes and Hoses,FALSE
Gear Parts,Wheels and Tyres,FALSE
Gear Parts,Windows and Doors,FALSE
Gear Parts,Windscreens and Fuselage,FALSE
Gear Parts,Znap,FALSE
HO Scale,HO Scale,TRUE
HO Scale,"Hinges, Arms and Turntables",FALSE
HO Scale,Large Buildable Figures,FALSE
HO Scale,Magnets and Holders,FALSE
HO Scale,Mechanical,FALSE
HO Scale,Minidoll Heads,FALSE
HO Scale,Minidoll Lower Body,FALSE
HO Scale,Minidoll Upper Body,FALSE
HO Scale,Minifig Accessories,FALSE
HO Scale,Minifig Heads,FALSE
HO Scale,Minifig Headwear,FALSE
HO Scale,Minifig Headwear Accessories,FALSE
HO Scale,Minifig Hipwear,FALSE
HO Scale,Minifig Lower Body,FALSE
HO Scale,Minifig Neckwear,FALSE
HO Scale,"Minifig Shields, Weapons, & Tools",FALSE
HO Scale,Minifig Upper Body,FALSE
HO Scale,Minifigs,FALSE
HO Scale,Modulex,FALSE
HO Scale,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
HO Scale,Non-System Parts,FALSE
HO Scale,Other,FALSE
HO Scale,Panels,FALSE
HO Scale,Pen & Watch,FALSE
HO Scale,Plants & Trees,FALSE
HO Scale,Plates,FALSE
HO Scale,Plates Angled,FALSE
HO Scale,Plates Round Curved and Dishes,FALSE
HO Scale,Plates Special,FALSE
HO Scale,Pneumatics,FALSE
HO Scale,Projectiles / Launchers,FALSE
HO Scale,Rock,FALSE
HO Scale,Stickers,FALSE
HO Scale,"String, Bands and Reels",FALSE
HO Scale,"Supports, Girders and Cranes",FALSE
HO Scale,Technic Axles,FALSE
HO Scale,Technic Beams,FALSE
HO Scale,Technic Beams Special,FALSE
HO Scale,Technic Bricks,FALSE
HO Scale,Technic Bushes,FALSE
HO Scale,Technic Connectors,FALSE
HO Scale,Technic Gears,FALSE
HO Scale,Technic Panels,FALSE
HO Scale,Technic Pins,FALSE
HO Scale,Technic Special,FALSE
HO Scale,"Technic Steering, Suspension and Engine",FALSE
HO Scale,Tiles,FALSE
HO Scale,Tiles Round and Curved,FALSE
HO Scale,Tiles Special,FALSE
HO Scale,Tools,FALSE
HO Scale,Transportation - Land,FALSE
HO Scale,Transportation - Sea and Air,FALSE
HO Scale,Tubes and Hoses,FALSE
HO Scale,Wheels and Tyres,FALSE
HO Scale,Windows and Doors,FALSE
HO Scale,Windscreens and Fuselage,FALSE
HO Scale,Znap,FALSE
"Hinges, Arms and Turntables","Hinges, Arms and Turntables",TRUE
"Hinges, Arms and Turntables",Large Buildable Figures,FALSE
"Hinges, Arms and Turntables",Magnets and Holders,FALSE
"Hinges, Arms and Turntables",Mechanical,FALSE
"Hinges, Arms and Turntables",Minidoll Heads,FALSE
"Hinges, Arms and Turntables",Minidoll Lower Body,FALSE
"Hinges, Arms and Turntables",Minidoll Upper Body,FALSE
"Hinges, Arms and Turntables",Minifig Accessories,FALSE
"Hinges, Arms and Turntables",Minifig Heads,FALSE
"Hinges, Arms and Turntables",Minifig Headwear,FALSE
"Hinges, Arms and Turntables",Minifig Headwear Accessories,FALSE
"Hinges, Arms and Turntables",Minifig Hipwear,FALSE
"Hinges, Arms and Turntables",Minifig Lower Body,FALSE
"Hinges, Arms and Turntables",Minifig Neckwear,FALSE
"Hinges, Arms and Turntables","Minifig Shields, Weapons, & Tools",FALSE
"Hinges, Arms and Turntables",Minifig Upper Body,FALSE
"Hinges, Arms and Turntables",Minifigs,FALSE
"Hinges, Arms and Turntables",Modulex,FALSE
"Hinges, Arms and Turntables","Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
"Hinges, Arms and Turntables",Non-System Parts,FALSE
"Hinges, Arms and Turntables",Other,FALSE
"Hinges, Arms and Turntables",Panels,FALSE
"Hinges, Arms and Turntables",Pen & Watch,FALSE
"Hinges, Arms and Turntables",Plants & Trees,FALSE
"Hinges, Arms and Turntables",Plates,FALSE
"Hinges, Arms and Turntables",Plates Angled,FALSE
"Hinges, Arms and Turntables",Plates Round Curved and Dishes,FALSE
"Hinges, Arms and Turntables",Plates Special,FALSE
"Hinges, Arms and Turntables",Pneumatics,FALSE
"Hinges, Arms and Turntables",Projectiles / Launchers,FALSE
"Hinges, Arms and Turntables",Rock,FALSE
"Hinges, Arms and Turntables",Stickers,FALSE
"Hinges, Arms and Turntables","String, Bands and Reels",FALSE
"Hinges, Arms and Turntables","Supports, Girders and Cranes",FALSE
"Hinges, Arms and Turntables",Technic Axles,FALSE
"Hinges, Arms and Turntables",Technic Beams,FALSE
"Hinges, Arms and Turntables",Technic Beams Special,FALSE
"Hinges, Arms and Turntables",Technic Bricks,FALSE
"Hinges, Arms and Turntables",Technic Bushes,FALSE
"Hinges, Arms and Turntables",Technic Connectors,FALSE
"Hinges, Arms and Turntables",Technic Gears,FALSE
"Hinges, Arms and Turntables",Technic Panels,FALSE
"Hinges, Arms and Turntables",Technic Pins,FALSE
"Hinges, Arms and Turntables",Technic Special,FALSE
"Hinges, Arms and Turntables","Technic Steering, Suspension and Engine",FALSE
"Hinges, Arms and Turntables",Tiles,FALSE
"Hinges, Arms and Turntables",Tiles Round and Curved,FALSE
"Hinges, Arms and Turntables",Tiles Special,FALSE
"Hinges, Arms and Turntables",Tools,FALSE
"Hinges, Arms and Turntables",Transportation - Land,FALSE
"Hinges, Arms and Turntables",Transportation - Sea and Air,FALSE
"Hinges, Arms and Turntables",Tubes and Hoses,FALSE
"Hinges, Arms and Turntables",Wheels and Tyres,FALSE
"Hinges, Arms and Turntables",Windows and Doors,FALSE
"Hinges, Arms and Turntables",Windscreens and Fuselage,FALSE
"Hinges, Arms and Turntables",Znap,FALSE
Large Buildable Figures,Large Buildable Figures,TRUE
Large Buildable Figures,Magnets and Holders,FALSE
Large Buildable Figures,Mechanical,FALSE
Large Buildable Figures,Minidoll Heads,FALSE
Large Buildable Figures,Minidoll Lower Body,FALSE
Large Buildable Figures,Minidoll Upper Body,FALSE
Large Buildable Figures,Minifig Accessories,FALSE
Large Buildable Figures,Minifig Heads,FALSE
Large Buildable Figures,Minifig Headwear,FALSE
Large Buildable Figures,Minifig Headwear Accessories,FALSE
Large Buildable Figures,Minifig Hipwear,FALSE
Large Buildable Figures,Minifig Lower Body,FALSE
Large Buildable Figures,Minifig Neckwear,FALSE
Large Buildable Figures,"Minifig Shields, Weapons, & Tools",FALSE
Large Buildable Figures,Minifig Upper Body,FALSE
Large Buildable Figures,Minifigs,FALSE
Large Buildable Figures,Modulex,FALSE
Large Buildable Figures,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Large Buildable Figures,Non-System Parts,FALSE
Large Buildable Figures,Other,FALSE
Large Buildable Figures,Panels,FALSE
Large Buildable Figures,Pen & Watch,FALSE
Large Buildable Figures,Plants & Trees,FALSE
Large Buildable Figures,Plates,FALSE
Large Buildable Figures,Plates Angled,FALSE
Large Buildable Figures,Plates Round Curved and Dishes,FALSE
Large Buildable Figures,Plates Special,FALSE
Large Buildable Figures,Pneumatics,FALSE
Large Buildable Figures,Projectiles / Launchers,FALSE
Large Buildable Figures,Rock,FALSE
Large Buildable Figures,Stickers,FALSE
Large Buildable Figures,"String, Bands and Reels",FALSE
Large Buildable Figures,"Supports, Girders and Cranes",FALSE
Large Buildable Figures,Technic Axles,FALSE
Large Buildable Figures,Technic Beams,FALSE
Large Buildable Figures,Technic Beams Special,FALSE
Large Buildable Figures,Technic Bricks,FALSE
Large Buildable Figures,Technic Bushes,FALSE
Large Buildable Figures,Technic Connectors,FALSE
Large Buildable Figures,Technic Gears,FALSE
Large Buildable Figures,Technic Panels,FALSE
Large Buildable Figures,Technic Pins,FALSE
Large Buildable Figures,Technic Special,FALSE
Large Buildable Figures,"Technic Steering, Suspension and Engine",FALSE
Large Buildable Figures,Tiles,FALSE
Large Buildable Figures,Tiles Round and Curved,FALSE
Large Buildable Figures,Tiles Special,FALSE
Large Buildable Figures,Tools,FALSE
Large Buildable Figures,Transportation - Land,FALSE
Large Buildable Figures,Transportation - Sea and Air,FALSE
Large Buildable Figures,Tubes and Hoses,FALSE
Large Buildable Figures,Wheels and Tyres,FALSE
Large Buildable Figures,Windows and Doors,FALSE
Large Buildable Figures,Windscreens and Fuselage,FALSE
Large Buildable Figures,Znap,FALSE
Magnets and Holders,Magnets and Holders,TRUE
Magnets and Holders,Mechanical,FALSE
Magnets and Holders,Minidoll Heads,FALSE
Magnets and Holders,Minidoll Lower Body,FALSE
Magnets and Holders,Minidoll Upper Body,FALSE
Magnets and Holders,Minifig Accessories,FALSE
Magnets and Holders,Minifig Heads,FALSE
Magnets and Holders,Minifig Headwear,FALSE
Magnets and Holders,Minifig Headwear Accessories,FALSE
Magnets and Holders,Minifig Hipwear,FALSE
Magnets and Holders,Minifig Lower Body,FALSE
Magnets and Holders,Minifig Neckwear,FALSE
Magnets and Holders,"Minifig Shields, Weapons, & Tools",FALSE
Magnets and Holders,Minifig Upper Body,FALSE
Magnets and Holders,Minifigs,FALSE
Magnets and Holders,Modulex,FALSE
Magnets and Holders,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Magnets and Holders,Non-System Parts,FALSE
Magnets and Holders,Other,FALSE
Magnets and Holders,Panels,FALSE
Magnets and Holders,Pen & Watch,FALSE
Magnets and Holders,Plants & Trees,FALSE
Magnets and Holders,Plates,FALSE
Magnets and Holders,Plates Angled,FALSE
Magnets and Holders,Plates Round Curved and Dishes,FALSE
Magnets and Holders,Plates Special,FALSE
Magnets and Holders,Pneumatics,FALSE
Magnets and Holders,Projectiles / Launchers,FALSE
Magnets and Holders,Rock,FALSE
Magnets and Holders,Stickers,FALSE
Magnets and Holders,"String, Bands and Reels",FALSE
Magnets and Holders,"Supports, Girders and Cranes",FALSE
Magnets and Holders,Technic Axles,FALSE
Magnets and Holders,Technic Beams,FALSE
Magnets and Holders,Technic Beams Special,FALSE
Magnets and Holders,Technic Bricks,FALSE
Magnets and Holders,Technic Bushes,FALSE
Magnets and Holders,Technic Connectors,FALSE
Magnets and Holders,Technic Gears,FALSE
Magnets and Holders,Technic Panels,FALSE
Magnets and Holders,Technic Pins,FALSE
Magnets and Holders,Technic Special,FALSE
Magnets and Holders,"Technic Steering, Suspension and Engine",FALSE
Magnets and Holders,Tiles,FALSE
Magnets and Holders,Tiles Round and Curved,FALSE
Magnets and Holders,Tiles Special,FALSE
Magnets and Holders,Tools,FALSE
Magnets and Holders,Transportation - Land,FALSE
Magnets and Holders,Transportation - Sea and Air,FALSE
Magnets and Holders,Tubes and Hoses,FALSE
Magnets and Holders,Wheels and Tyres,FALSE
Magnets and Holders,Windows and Doors,FALSE
Magnets and Holders,Windscreens and Fuselage,FALSE
Magnets and Holders,Znap,FALSE
Mechanical,Mechanical,TRUE
Mechanical,Minidoll Heads,FALSE
Mechanical,Minidoll Lower Body,FALSE
Mechanical,Minidoll Upper Body,FALSE
Mechanical,Minifig Accessories,FALSE
Mechanical,Minifig Heads,FALSE
Mechanical,Minifig Headwear,FALSE
Mechanical,Minifig Headwear Accessories,FALSE
Mechanical,Minifig Hipwear,FALSE
Mechanical,Minifig Lower Body,FALSE
Mechanical,Minifig Neckwear,FALSE
Mechanical,"Minifig Shields, Weapons, & Tools",FALSE
Mechanical,Minifig Upper Body,FALSE
Mechanical,Minifigs,FALSE
Mechanical,Modulex,FALSE
Mechanical,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Mechanical,Non-System Parts,FALSE
Mechanical,Other,FALSE
Mechanical,Panels,FALSE
Mechanical,Pen & Watch,FALSE
Mechanical,Plants & Trees,FALSE
Mechanical,Plates,FALSE
Mechanical,Plates Angled,FALSE
Mechanical,Plates Round Curved and Dishes,FALSE
Mechanical,Plates Special,FALSE
Mechanical,Pneumatics,FALSE
Mechanical,Projectiles / Launchers,FALSE
Mechanical,Rock,FALSE
Mechanical,Stickers,FALSE
Mechanical,"String, Bands and Reels",FALSE
Mechanical,"Supports, Girders and Cranes",FALSE
Mechanical,Technic Axles,FALSE
Mechanical,Technic Beams,FALSE
Mechanical,Technic Beams Special,FALSE
Mechanical,Technic Bricks,FALSE
Mechanical,Technic Bushes,FALSE
Mechanical,Technic Connectors,FALSE
Mechanical,Technic Gears,FALSE
Mechanical,Technic Panels,FALSE
Mechanical,Technic Pins,FALSE
Mechanical,Technic Special,FALSE
Mechanical,"Technic Steering, Suspension and Engine",FALSE
Mechanical,Tiles,FALSE
Mechanical,Tiles Round and Curved,FALSE
Mechanical,Tiles Special,FALSE
Mechanical,Tools,FALSE
Mechanical,Transportation - Land,FALSE
Mechanical,Transportation - Sea and Air,FALSE
Mechanical,Tubes and Hoses,FALSE
Mechanical,Wheels and Tyres,FALSE
Mechanical,Windows and Doors,FALSE
Mechanical,Windscreens and Fuselage,FALSE
Mechanical,Znap,FALSE
Minidoll Heads,Minidoll Heads,TRUE
Minidoll Heads,Minidoll Lower Body,FALSE
Minidoll Heads,Minidoll Upper Body,FALSE
Minidoll Heads,Minifig Accessories,FALSE
Minidoll Heads,Minifig Heads,FALSE
Minidoll Heads,Minifig Headwear,FALSE
Minidoll Heads,Minifig Headwear Accessories,FALSE
Minidoll Heads,Minifig Hipwear,FALSE
Minidoll Heads,Minifig Lower Body,FALSE
Minidoll Heads,Minifig Neckwear,FALSE
Minidoll Heads,"Minifig Shields, Weapons, & Tools",FALSE
Minidoll Heads,Minifig Upper Body,FALSE
Minidoll Heads,Minifigs,FALSE
Minidoll Heads,Modulex,FALSE
Minidoll Heads,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minidoll Heads,Non-System Parts,FALSE
Minidoll Heads,Other,FALSE
Minidoll Heads,Panels,FALSE
Minidoll Heads,Pen & Watch,FALSE
Minidoll Heads,Plants & Trees,FALSE
Minidoll Heads,Plates,FALSE
Minidoll Heads,Plates Angled,FALSE
Minidoll Heads,Plates Round Curved and Dishes,FALSE
Minidoll Heads,Plates Special,FALSE
Minidoll Heads,Pneumatics,FALSE
Minidoll Heads,Projectiles / Launchers,FALSE
Minidoll Heads,Rock,FALSE
Minidoll Heads,Stickers,FALSE
Minidoll Heads,"String, Bands and Reels",FALSE
Minidoll Heads,"Supports, Girders and Cranes",FALSE
Minidoll Heads,Technic Axles,FALSE
Minidoll Heads,Technic Beams,FALSE
Minidoll Heads,Technic Beams Special,FALSE
Minidoll Heads,Technic Bricks,FALSE
Minidoll Heads,Technic Bushes,FALSE
Minidoll Heads,Technic Connectors,FALSE
Minidoll Heads,Technic Gears,FALSE
Minidoll Heads,Technic Panels,FALSE
Minidoll Heads,Technic Pins,FALSE
Minidoll Heads,Technic Special,FALSE
Minidoll Heads,"Technic Steering, Suspension and Engine",FALSE
Minidoll Heads,Tiles,FALSE
Minidoll Heads,Tiles Round and Curved,FALSE
Minidoll Heads,Tiles Special,FALSE
Minidoll Heads,Tools,FALSE
Minidoll Heads,Transportation - Land,FALSE
Minidoll Heads,Transportation - Sea and Air,FALSE
Minidoll Heads,Tubes and Hoses,FALSE
Minidoll Heads,Wheels and Tyres,FALSE
Minidoll Heads,Windows and Doors,FALSE
Minidoll Heads,Windscreens and Fuselage,FALSE
Minidoll Heads,Znap,FALSE
Minidoll Lower Body,Minidoll Lower Body,TRUE
Minidoll Lower Body,Minidoll Upper Body,FALSE
Minidoll Lower Body,Minifig Accessories,FALSE
Minidoll Lower Body,Minifig Heads,FALSE
Minidoll Lower Body,Minifig Headwear,FALSE
Minidoll Lower Body,Minifig Headwear Accessories,FALSE
Minidoll Lower Body,Minifig Hipwear,FALSE
Minidoll Lower Body,Minifig Lower Body,FALSE
Minidoll Lower Body,Minifig Neckwear,FALSE
Minidoll Lower Body,"Minifig Shields, Weapons, & Tools",FALSE
Minidoll Lower Body,Minifig Upper Body,FALSE
Minidoll Lower Body,Minifigs,FALSE
Minidoll Lower Body,Modulex,FALSE
Minidoll Lower Body,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minidoll Lower Body,Non-System Parts,FALSE
Minidoll Lower Body,Other,FALSE
Minidoll Lower Body,Panels,FALSE
Minidoll Lower Body,Pen & Watch,FALSE
Minidoll Lower Body,Plants & Trees,FALSE
Minidoll Lower Body,Plates,FALSE
Minidoll Lower Body,Plates Angled,FALSE
Minidoll Lower Body,Plates Round Curved and Dishes,FALSE
Minidoll Lower Body,Plates Special,FALSE
Minidoll Lower Body,Pneumatics,FALSE
Minidoll Lower Body,Projectiles / Launchers,FALSE
Minidoll Lower Body,Rock,FALSE
Minidoll Lower Body,Stickers,FALSE
Minidoll Lower Body,"String, Bands and Reels",FALSE
Minidoll Lower Body,"Supports, Girders and Cranes",FALSE
Minidoll Lower Body,Technic Axles,FALSE
Minidoll Lower Body,Technic Beams,FALSE
Minidoll Lower Body,Technic Beams Special,FALSE
Minidoll Lower Body,Technic Bricks,FALSE
Minidoll Lower Body,Technic Bushes,FALSE
Minidoll Lower Body,Technic Connectors,FALSE
Minidoll Lower Body,Technic Gears,FALSE
Minidoll Lower Body,Technic Panels,FALSE
Minidoll Lower Body,Technic Pins,FALSE
Minidoll Lower Body,Technic Special,FALSE
Minidoll Lower Body,"Technic Steering, Suspension and Engine",FALSE
Minidoll Lower Body,Tiles,FALSE
Minidoll Lower Body,Tiles Round and Curved,FALSE
Minidoll Lower Body,Tiles Special,FALSE
Minidoll Lower Body,Tools,FALSE
Minidoll Lower Body,Transportation - Land,FALSE
Minidoll Lower Body,Transportation - Sea and Air,FALSE
Minidoll Lower Body,Tubes and Hoses,FALSE
Minidoll Lower Body,Wheels and Tyres,FALSE
Minidoll Lower Body,Windows and Doors,FALSE
Minidoll Lower Body,Windscreens and Fuselage,FALSE
Minidoll Lower Body,Znap,FALSE
Minidoll Upper Body,Minidoll Upper Body,TRUE
Minidoll Upper Body,Minifig Accessories,FALSE
Minidoll Upper Body,Minifig Heads,FALSE
Minidoll Upper Body,Minifig Headwear,FALSE
Minidoll Upper Body,Minifig Headwear Accessories,FALSE
Minidoll Upper Body,Minifig Hipwear,FALSE
Minidoll Upper Body,Minifig Lower Body,FALSE
Minidoll Upper Body,Minifig Neckwear,FALSE
Minidoll Upper Body,"Minifig Shields, Weapons, & Tools",FALSE
Minidoll Upper Body,Minifig Upper Body,FALSE
Minidoll Upper Body,Minifigs,FALSE
Minidoll Upper Body,Modulex,FALSE
Minidoll Upper Body,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minidoll Upper Body,Non-System Parts,FALSE
Minidoll Upper Body,Other,FALSE
Minidoll Upper Body,Panels,FALSE
Minidoll Upper Body,Pen & Watch,FALSE
Minidoll Upper Body,Plants & Trees,FALSE
Minidoll Upper Body,Plates,FALSE
Minidoll Upper Body,Plates Angled,FALSE
Minidoll Upper Body,Plates Round Curved and Dishes,FALSE
Minidoll Upper Body,Plates Special,FALSE
Minidoll Upper Body,Pneumatics,FALSE
Minidoll Upper Body,Projectiles / Launchers,FALSE
Minidoll Upper Body,Rock,FALSE
Minidoll Upper Body,Stickers,FALSE
Minidoll Upper Body,"String, Bands and Reels",FALSE
Minidoll Upper Body,"Supports, Girders and Cranes",FALSE
Minidoll Upper Body,Technic Axles,FALSE
Minidoll Upper Body,Technic Beams,FALSE
Minidoll Upper Body,Technic Beams Special,FALSE
Minidoll Upper Body,Technic Bricks,FALSE
Minidoll Upper Body,Technic Bushes,FALSE
Minidoll Upper Body,Technic Connectors,FALSE
Minidoll Upper Body,Technic Gears,FALSE
Minidoll Upper Body,Technic Panels,FALSE
Minidoll Upper Body,Technic Pins,FALSE
Minidoll Upper Body,Technic Special,FALSE
Minidoll Upper Body,"Technic Steering, Suspension and Engine",FALSE
Minidoll Upper Body,Tiles,FALSE
Minidoll Upper Body,Tiles Round and Curved,FALSE
Minidoll Upper Body,Tiles Special,FALSE
Minidoll Upper Body,Tools,FALSE
Minidoll Upper Body,Transportation - Land,FALSE
Minidoll Upper Body,Transportation - Sea and Air,FALSE
Minidoll Upper Body,Tubes and Hoses,FALSE
Minidoll Upper Body,Wheels and Tyres,FALSE
Minidoll Upper Body,Windows and Doors,FALSE
Minidoll Upper Body,Windscreens and Fuselage,FALSE
Minidoll Upper Body,Znap,FALSE
Minifig Accessories,Minifig Accessories,TRUE
Minifig Accessories,Minifig Heads,FALSE
Minifig Accessories,Minifig Headwear,FALSE
Minifig Accessories,Minifig Headwear Accessories,FALSE
Minifig Accessories,Minifig Hipwear,FALSE
Minifig Accessories,Minifig Lower Body,FALSE
Minifig Accessories,Minifig Neckwear,FALSE
Minifig Accessories,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Accessories,Minifig Upper Body,FALSE
Minifig Accessories,Minifigs,FALSE
Minifig Accessories,Modulex,FALSE
Minifig Accessories,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Accessories,Non-System Parts,FALSE
Minifig Accessories,Other,FALSE
Minifig Accessories,Panels,FALSE
Minifig Accessories,Pen & Watch,FALSE
Minifig Accessories,Plants & Trees,FALSE
Minifig Accessories,Plates,FALSE
Minifig Accessories,Plates Angled,FALSE
Minifig Accessories,Plates Round Curved and Dishes,FALSE
Minifig Accessories,Plates Special,FALSE
Minifig Accessories,Pneumatics,FALSE
Minifig Accessories,Projectiles / Launchers,FALSE
Minifig Accessories,Rock,FALSE
Minifig Accessories,Stickers,FALSE
Minifig Accessories,"String, Bands and Reels",FALSE
Minifig Accessories,"Supports, Girders and Cranes",FALSE
Minifig Accessories,Technic Axles,FALSE
Minifig Accessories,Technic Beams,FALSE
Minifig Accessories,Technic Beams Special,FALSE
Minifig Accessories,Technic Bricks,FALSE
Minifig Accessories,Technic Bushes,FALSE
Minifig Accessories,Technic Connectors,FALSE
Minifig Accessories,Technic Gears,FALSE
Minifig Accessories,Technic Panels,FALSE
Minifig Accessories,Technic Pins,FALSE
Minifig Accessories,Technic Special,FALSE
Minifig Accessories,"Technic Steering, Suspension and Engine",FALSE
Minifig Accessories,Tiles,FALSE
Minifig Accessories,Tiles Round and Curved,FALSE
Minifig Accessories,Tiles Special,FALSE
Minifig Accessories,Tools,FALSE
Minifig Accessories,Transportation - Land,FALSE
Minifig Accessories,Transportation - Sea and Air,FALSE
Minifig Accessories,Tubes and Hoses,FALSE
Minifig Accessories,Wheels and Tyres,FALSE
Minifig Accessories,Windows and Doors,FALSE
Minifig Accessories,Windscreens and Fuselage,FALSE
Minifig Accessories,Znap,FALSE
Minifig Heads,Minifig Heads,TRUE
Minifig Heads,Minifig Headwear,FALSE
Minifig Heads,Minifig Headwear Accessories,FALSE
Minifig Heads,Minifig Hipwear,FALSE
Minifig Heads,Minifig Lower Body,FALSE
Minifig Heads,Minifig Neckwear,FALSE
Minifig Heads,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Heads,Minifig Upper Body,FALSE
Minifig Heads,Minifigs,FALSE
Minifig Heads,Modulex,FALSE
Minifig Heads,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Heads,Non-System Parts,FALSE
Minifig Heads,Other,FALSE
Minifig Heads,Panels,FALSE
Minifig Heads,Pen & Watch,FALSE
Minifig Heads,Plants & Trees,FALSE
Minifig Heads,Plates,FALSE
Minifig Heads,Plates Angled,FALSE
Minifig Heads,Plates Round Curved and Dishes,FALSE
Minifig Heads,Plates Special,FALSE
Minifig Heads,Pneumatics,FALSE
Minifig Heads,Projectiles / Launchers,FALSE
Minifig Heads,Rock,FALSE
Minifig Heads,Stickers,FALSE
Minifig Heads,"String, Bands and Reels",FALSE
Minifig Heads,"Supports, Girders and Cranes",FALSE
Minifig Heads,Technic Axles,FALSE
Minifig Heads,Technic Beams,FALSE
Minifig Heads,Technic Beams Special,FALSE
Minifig Heads,Technic Bricks,FALSE
Minifig Heads,Technic Bushes,FALSE
Minifig Heads,Technic Connectors,FALSE
Minifig Heads,Technic Gears,FALSE
Minifig Heads,Technic Panels,FALSE
Minifig Heads,Technic Pins,FALSE
Minifig Heads,Technic Special,FALSE
Minifig Heads,"Technic Steering, Suspension and Engine",FALSE
Minifig Heads,Tiles,FALSE
Minifig Heads,Tiles Round and Curved,FALSE
Minifig Heads,Tiles Special,FALSE
Minifig Heads,Tools,FALSE
Minifig Heads,Transportation - Land,FALSE
Minifig Heads,Transportation - Sea and Air,FALSE
Minifig Heads,Tubes and Hoses,FALSE
Minifig Heads,Wheels and Tyres,FALSE
Minifig Heads,Windows and Doors,FALSE
Minifig Heads,Windscreens and Fuselage,FALSE
Minifig Heads,Znap,FALSE
Minifig Headwear,Minifig Headwear,TRUE
Minifig Headwear,Minifig Headwear Accessories,FALSE
Minifig Headwear,Minifig Hipwear,FALSE
Minifig Headwear,Minifig Lower Body,FALSE
Minifig Headwear,Minifig Neckwear,FALSE
Minifig Headwear,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Headwear,Minifig Upper Body,FALSE
Minifig Headwear,Minifigs,FALSE
Minifig Headwear,Modulex,FALSE
Minifig Headwear,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Headwear,Non-System Parts,FALSE
Minifig Headwear,Other,FALSE
Minifig Headwear,Panels,FALSE
Minifig Headwear,Pen & Watch,FALSE
Minifig Headwear,Plants & Trees,FALSE
Minifig Headwear,Plates,FALSE
Minifig Headwear,Plates Angled,FALSE
Minifig Headwear,Plates Round Curved and Dishes,FALSE
Minifig Headwear,Plates Special,FALSE
Minifig Headwear,Pneumatics,FALSE
Minifig Headwear,Projectiles / Launchers,FALSE
Minifig Headwear,Rock,FALSE
Minifig Headwear,Stickers,FALSE
Minifig Headwear,"String, Bands and Reels",FALSE
Minifig Headwear,"Supports, Girders and Cranes",FALSE
Minifig Headwear,Technic Axles,FALSE
Minifig Headwear,Technic Beams,FALSE
Minifig Headwear,Technic Beams Special,FALSE
Minifig Headwear,Technic Bricks,FALSE
Minifig Headwear,Technic Bushes,FALSE
Minifig Headwear,Technic Connectors,FALSE
Minifig Headwear,Technic Gears,FALSE
Minifig Headwear,Technic Panels,FALSE
Minifig Headwear,Technic Pins,FALSE
Minifig Headwear,Technic Special,FALSE
Minifig Headwear,"Technic Steering, Suspension and Engine",FALSE
Minifig Headwear,Tiles,FALSE
Minifig Headwear,Tiles Round and Curved,FALSE
Minifig Headwear,Tiles Special,FALSE
Minifig Headwear,Tools,FALSE
Minifig Headwear,Transportation - Land,FALSE
Minifig Headwear,Transportation - Sea and Air,FALSE
Minifig Headwear,Tubes and Hoses,FALSE
Minifig Headwear,Wheels and Tyres,FALSE
Minifig Headwear,Windows and Doors,FALSE
Minifig Headwear,Windscreens and Fuselage,FALSE
Minifig Headwear,Znap,FALSE
Minifig Headwear Accessories,Minifig Headwear Accessories,TRUE
Minifig Headwear Accessories,Minifig Hipwear,FALSE
Minifig Headwear Accessories,Minifig Lower Body,FALSE
Minifig Headwear Accessories,Minifig Neckwear,FALSE
Minifig Headwear Accessories,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Headwear Accessories,Minifig Upper Body,FALSE
