"timescale","netlsd_601_2","netlsd_6600_1"
55.3314291298759,0.0478184093163489,0.0709361204112952
57.4164245593572,0.0477812392266737,0.0707340844773346
59.5799866553662,0.047749977388459,0.0705464088936529
61.8250759620858,0.0477238918398359,0.0703727636867672
64.1547645827376,0.0477023034352062,0.0702127662260925
66.5722403833442,0.0476845884017055,0.0700659827148725
69.0808113548945,0.0476701796950215,0.0699319308178313
71.6839101398858,0.0476585672103885,0.0698100833461925
74.3850987294337,0.0476492969366385,0.0696998728949524
77.1880733373793,0.0476419691683413,0.0696006973047753
80.0966694580603,0.0476362359123149,0.0695119258021736
83.1148671146713,0.0476317976394049,0.0694329056572168
86.2467963053897,0.0476283995400714,0.0693629691882083
89.4967426547247,0.0476258274429864,0.0693014409378205
92.8691532778187,0.0476239035499447,0.069247644845171
96.3686428657261,0.0476224821286641,0.0692009112432587
100,0.0476214452885537,0.0691605835208883
