"timescale","net","obs","sub_lo","sub_hi","null_lo","null_hi"
1.64765951192565,"601-2",0.270968681438524,0.273282010302296,0.379776959020253,0.25918476231226,0.287250278124392
1.70974651393752,"601-2",0.261480941285389,0.263816910119573,0.372181332708334,0.249111913274992,0.278108019662264
1.77417307445096,"601-2",0.252233877385688,0.25458802977447,0.364795005939991,0.239265601477462,0.26918747492595
1.84102735256216,"601-2",0.243236653104921,0.245604390202091,0.357624379351204,0.229656241837537,0.260455463088885
1.91040082937282,"601-2",0.234497421981969,0.236874047527312,0.350674999490734,0.220316657006772,0.251962382896194
1.98238843316975,"601-2",0.226023272575151,0.228404043173804,0.34395152724731,0.211275925171755,0.243714839507956
2.0570886693215,"601-2",0.21782018217465,0.220200362475792,0.337457713993251,0.202436279887752,0.235717899701073
2.1346037550697,"601-2",0.209892980271259,0.212267902530754,0.331196385927174,0.193880916353931,0.227976022834059
2.21503975939966,"601-2",0.202245322554733,0.204610449907609,0.325169436986165,0.185653333404627,0.220494001724716
2.29850674818152,"601-2",0.194879676075145,0.197230668682115,0.319377830572846,0.177699167572412,0.21331294861953
2.38511893478059,"601-2",0.187797316039413,0.190130099111675,0.313821610207713,0.170018377979554,0.206423131123807
2.47499483634305,"601-2",0.180998334535026,0.183309167088877,0.308499919074388,0.162651190873761,0.199801975718985
2.56825743597069,"601-2",0.174481661277293,0.176767204330659,0.303411028278238,0.155513543677115,0.193444618482709
2.66503435100683,"601-2",0.168245096269136,0.170502479072593,0.298552373490462,0.148642995349748,0.187297972195587
2.76545800766347,"601-2",0.162285354048313,0.164554841126054,0.293920599503669,0.142061362123083,0.18141675997136
2.86966582222879,"601-2",0.156598118981069,0.158898243674488,0.289511612084847,0.135822027431149,0.175798736698649
2.97780038910292,"601-2",0.151178110849258,0.153507520712981,0.285329620289416,0.129793426958314,0.170440890900886
3.09000967591916,"601-2",0.146019159775771,0.148376697862697,0.281390215888375,0.12414597760044,0.165339493318007
3.20644722601789,"601-2",0.14111428934634,0.143499025790578,0.277722698201015,0.118758250906171,0.160490149571175
3.32727236854996,"601-2",0.136455806620284,0.138867066715674,0.274258578086216,0.113607329602249,0.15588785608399
3.45265043649724,"601-2",0.132035397583603,0.134472785378484,0.270990421066767,0.108724486116275,0.151527058417792
3.58275299290864,"601-2",0.127844226489643,0.13030764297507,0.267910413612138,0.104102672708941,0.147401711182313
3.71775806566106,"601-2",0.123873037459248,0.126409828781383,0.265010445254848,0.09973705987375,0.143505338704863
3.85785039106668,"601-2",0.120112256676535,0.122731726215272,0.262282190909105,0.0956138625712109,0.139831095679408
4.00322166665973,"601-2",0.11655209352009,0.119250736016272,0.259717192210855,0.0917287362509539,0.136371479844901
4.15407081350887,"601-2",0.113182639012836,0.115956886328784,0.257306936725442,0.088092872903564,0.133118738073513
4.31060424841397,"601-2",0.109993960056477,0.112840230247371,0.255042933918551,0.0846901043142051,0.130065990411108
4.47303616635972,"601-2",0.106976188036265,0.109906510556513,0.252916786857212,0.0815667434402835,0.127205503430597
4.64158883361278,"601-2",0.104119600535737,0.107209113649518,0.250920258699014,0.0786057013127036,0.12452945363429
4.81649289186326,"601-2",0.101414695084833,0.104661817257708,0.249045333137837,0.0757762295125577,0.12202997503694
4.9979876738269,"601-2",0.0988522540732265,0.102254898406089,0.24728426810112,0.0731842435900588,0.119699203159678
5.1863215307398,"601-2",0.0964234001877845,0.0999789774011757,0.245629642134592,0.0708020226298352,0.117529315228313
5.3817521721937,"601-2",0.0941196419723062,0.0978250668073892,0.244034430701221,0.068585208547415,0.115555089135457
